Lactococcus data,,,,,
WT,,,Mutant,,
timestamp [s],elapsed time [h],Photometer output [V],timestamp [s],elapsed time [h],Photometer output [V]
3709982109,13.67499833,2.138807,3710404479,13.67499944,1.534539
3709982139,13.68333444,2.142379,3710404509,13.6833325,1.533943
3709982169,13.6916675,2.136426,3710404539,13.69166611,1.534539
3709982199,13.70000083,2.138212,3710404569,13.69999972,1.533348
3709982229,13.70833556,2.138212,3710404599,13.70833278,1.532753
3709982259,13.7166675,2.138212,3710404629,13.71666639,1.53692
3709982289,13.725,2.139998,3710404659,13.72499917,1.531562
3709982319,13.73333444,2.138807,3710404689,13.73333139,1.533348
3709982349,13.74166778,2.138807,3710404719,13.74166611,1.533348
3709982379,13.74999833,2.139403,3710404749,13.74999917,1.532753
3709982409,13.75833444,2.138807,3710404779,13.75833194,1.533348
3709982439,13.76666778,2.13464,3710404809,13.76666611,1.533348
3709982469,13.77500083,2.137021,3710404839,13.77499972,1.538111
3709982499,13.78333417,2.138212,3710404869,13.78333306,1.533348
3709982529,13.7916675,2.139998,3710404899,13.79166583,1.534539
3709982559,13.80000083,2.136426,3710404929,13.79999972,1.530967
3709982589,13.80833444,2.137021,3710404959,13.80833278,1.533943
3709982619,13.81666667,2.139403,3710404989,13.81666556,1.535134
3709982649,13.82500083,2.141189,3710405019,13.82499944,1.534539
3709982679,13.83333167,2.135831,3710405049,13.83333306,1.535729
3709982709,13.84167167,2.139998,3710405079,13.84166583,1.533943
3709982739,13.84999861,2.137021,3710405109,13.85000111,1.533348
3709982769,13.85833139,2.133449,3710405139,13.85833278,1.534539
3709982799,13.866665,2.135235,3710405169,13.86666611,1.531562
3709982829,13.875,2.132259,3710405199,13.87500306,1.532157
3709982859,13.88333417,2.135235,3710405229,13.88333306,1.532157
3709982889,13.89166778,2.132259,3710405259,13.89166639,1.534539
3709982919,13.90000139,2.132259,3710405289,13.89999917,1.533943
3709982949,13.90833417,2.136426,3710405319,13.90833306,1.530967
3709982979,13.9166675,2.135831,3710405349,13.91666472,1.528585
3709983009,13.92500111,2.131663,3710405379,13.92499972,1.530967
3709983039,13.93333194,2.134045,3710405409,13.93333222,1.529776
3709983069,13.9416675,2.133449,3710405439,13.94166611,1.529181
3709983099,13.95000083,2.129282,3710405469,13.94999889,1.530371
3709983129,13.95833361,2.132854,3710405499,13.95833278,1.528585
3709983159,13.96666778,2.132854,3710405529,13.96666583,1.530371
3709983189,13.97500139,2.131663,3710405559,13.97499917,1.525013
3709983219,13.98333389,2.132259,3710405589,13.98333306,1.526799
3709983249,13.9916675,2.131068,3710405619,13.99166583,1.526799
3709983279,14.00000111,2.131663,3710405649,13.99999917,1.529181
3709983309,14.00833361,2.132854,3710405679,14.00833222,1.52799
3709983339,14.01666722,2.130473,3710405709,14.01666639,1.527395
3709983369,14.02500083,2.136426,3710405739,14.02499944,1.523823
3709983399,14.03333333,2.13464,3710405769,14.03333278,1.523227
3709983429,14.04166667,2.131663,3710405799,14.04166583,1.52799
3709983459,14.05000139,2.132259,3710405829,14.04999972,1.52799
3709983489,14.05833722,2.129877,3710405859,14.0583325,1.526799
3709983519,14.06666778,2.131663,3710405889,14.06666611,1.526204
3709983549,14.07500111,2.133449,3710405919,14.07499944,1.525609
3709983579,14.08333444,2.133449,3710405949,14.08333278,1.524418
3709983609,14.09166806,2.133449,3710405979,14.09166611,1.527395
3709983639,14.10000111,2.132854,3710406009,14.09999944,1.523227
3709983669,14.10833417,2.132259,3710406039,14.10833444,1.525609
3709983699,14.11666722,2.132854,3710406069,14.11666611,1.525013
3709983729,14.12500083,2.13464,3710406099,14.12499944,1.523227
3709983759,14.13333444,2.131068,3710406129,14.13333278,1.523227
3709983789,14.1416675,2.130473,3710406159,14.14166611,1.524418
3709983819,14.15000056,2.132259,3710406189,14.14999944,1.523227
3709983849,14.15833444,2.131068,3710406219,14.15833528,1.521441
3709983879,14.16666528,2.131663,3710406249,14.16666611,1.520846
3709983909,14.17500056,2.133449,3710406279,14.17499944,1.521441
3709983939,14.18333361,2.131068,3710406309,14.18333306,1.520846
3709983969,14.19166778,2.131068,3710406339,14.19166611,1.52025
3709983999,14.20000083,2.131068,3710406369,14.19999972,1.51906
3709984029,14.20833444,2.126901,3710406399,14.2083325,1.518464
3709984059,14.21666583,2.130473,3710406429,14.21666611,1.518464
3709984089,14.22500111,2.127496,3710406459,14.22499944,1.51906
3709984119,14.23333361,2.126901,3710406489,14.23333333,1.52025
3709984149,14.24166806,2.131068,3710406519,14.24166611,1.518464
3709984179,14.25000083,2.128687,3710406549,14.24999944,1.521441
3709984209,14.25833389,2.128687,3710406579,14.25833417,1.518464
3709984239,14.26666528,2.128687,3710406609,14.26666639,1.52025
3709984269,14.27500028,2.129282,3710406639,14.27499944,1.525013
3709984299,14.28333417,2.128687,3710406669,14.28333278,1.522632
3709984329,14.2916675,2.127496,3710406699,14.29166611,1.521441
3709984359,14.3,2.131663,3710406729,14.29999944,1.524418
3709984389,14.30833361,2.126901,3710406759,14.30833278,1.523227
3709984419,14.3166675,2.126901,3710406789,14.31666611,1.520846
3709984449,14.32499861,2.12571,3710406819,14.32499972,1.520846
3709984479,14.33333417,2.123329,3710406849,14.33333194,1.519655
3709984509,14.34166528,2.124519,3710406879,14.34166611,1.521441
3709984539,14.35000028,2.125115,3710406909,14.34999944,1.519655
3709984569,14.35833417,2.126901,3710406939,14.3583325,1.518464
3709984599,14.36666722,2.122733,3710406969,14.36666583,1.516083
3709984629,14.37500139,2.125115,3710406999,14.37499917,1.51906
3709984659,14.38333417,2.123329,3710407029,14.38333306,1.51906
3709984689,14.39166667,2.124519,3710407059,14.39166611,1.517274
3709984719,14.40000139,2.124519,3710407089,14.40000278,1.519655
3709984749,14.40833361,2.125115,3710407119,14.40833278,1.515488
3709984779,14.41666722,2.123329,3710407149,14.41666611,1.518464
3709984809,14.42500111,2.122138,3710407179,14.42499944,1.516083
3709984839,14.43333417,2.123924,3710407209,14.43333444,1.516678
3709984869,14.4416675,2.124519,3710407239,14.44166611,1.516083
3709984899,14.45000056,2.120947,3710407269,14.44999972,1.515488
3709984929,14.45833417,2.120947,3710407299,14.45833444,1.516678
3709984959,14.46666833,2.125115,3710407329,14.46666611,1.51906
3709984989,14.47499833,2.122138,3710407359,14.47499944,1.515488
3709985019,14.48333417,2.122733,3710407389,14.48333111,1.514297
3709985049,14.4916675,2.123329,3710407419,14.49166611,1.513702
3709985079,14.50000083,2.120947,3710407449,14.49999944,1.515488
3709985109,14.50833417,2.123924,3710407479,14.50833278,1.516678
3709985139,14.5166675,2.121543,3710407509,14.51666611,1.514297
3709985169,14.52500111,2.121543,3710407539,14.52499944,1.513702
3709985199,14.53333194,2.124519,3710407569,14.53333111,1.512511
3709985229,14.54166778,2.123329,3710407599,14.54166611,1.511916
3709985259,14.55,2.126901,3710407629,14.54999944,1.512511
3709985289,14.55833333,2.120352,3710407659,14.55833278,1.512511
3709985319,14.5666675,2.120352,3710407689,14.56666528,1.514892
3709985349,14.57500111,2.120947,3710407719,14.57499972,1.513106
3709985379,14.58333444,2.125115,3710407749,14.58333278,1.516083
3709985409,14.59166778,2.119161,3710407779,14.59167056,1.517869
3709985439,14.60000028,2.122733,3710407809,14.59999917,1.51906
3709985469,14.60833389,2.120947,3710407839,14.60833306,1.513702
3709985499,14.61666778,2.120947,3710407869,14.61666444,1.510725
3709985529,14.625,2.120352,3710407899,14.62499917,1.512511
3709985559,14.63333417,2.11797,3710407929,14.6333325,1.514297
3709985589,14.6416675,2.120352,3710407959,14.64166611,1.513106
3709985619,14.65002722,2.11797,3710407989,14.64999972,1.51132
3709985649,14.65833417,2.119161,3710408019,14.65833278,1.515488
3709985679,14.66666556,2.119161,3710408049,14.6666675,1.513702
3709985709,14.67500083,2.116184,3710408079,14.67499917,1.514297
3709985739,14.68333333,2.114398,3710408109,14.68333278,1.51132
3709985769,14.691665,2.116184,3710408139,14.69166472,1.509534
3709985799,14.70001056,2.116184,3710408169,14.69999944,1.511916
3709985829,14.70833444,2.11678,3710408199,14.70833333,1.51013
3709985859,14.71666778,2.11678,3710408229,14.71666472,1.513702
3709985889,14.72500056,2.115589,3710408259,14.72499944,1.507748
3709985919,14.73333444,2.114398,3710408289,14.73333278,1.510725
3709985949,14.74166667,2.116184,3710408319,14.74166611,1.511916
3709985979,14.75000139,2.116184,3710408349,14.74999944,1.509534
3709986009,14.75833583,2.115589,3710408379,14.75833778,1.509534
3709986039,14.76666528,2.120352,3710408409,14.76666611,1.508939
3709986069,14.77500083,2.11797,3710408439,14.77500278,1.507153
3709986099,14.78333444,2.115589,3710408469,14.78333278,1.508939
3709986129,14.79166778,2.120352,3710408499,14.79166583,1.506558
3709986159,14.80000139,2.11678,3710408529,14.79999944,1.508344
3709986189,14.80833417,2.116184,3710408559,14.80833278,1.505367
3709986219,14.8166675,2.11678,3710408589,14.81666639,1.504772
3709986249,14.82500083,2.113208,3710408619,14.82499944,1.507153
3709986279,14.83333417,2.11797,3710408649,14.83333278,1.504772
3709986309,14.8416675,2.114994,3710408679,14.84166639,1.505367
3709986339,14.85000056,2.114994,3710408709,14.84999944,1.509534
3709986369,14.85833444,2.117375,3710408739,14.85833111,1.504176
3709986399,14.86666778,2.113208,3710408769,14.86666611,1.505962
3709986429,14.87499944,2.111422,3710408799,14.87499972,1.505367
3709986459,14.88333361,2.113803,3710408829,14.8833325,1.505367
3709986489,14.89166667,2.112612,3710408859,14.89166611,1.505367
3709986519,14.89999917,2.112017,3710408889,14.89999917,1.504176
3709986549,14.90833417,2.111422,3710408919,14.9083325,1.502986
3709986579,14.91666778,2.111422,3710408949,14.91666639,1.504772
3709986609,14.92500111,2.109636,3710408979,14.92499972,1.503581
3709986639,14.93333417,2.110826,3710409009,14.933335,1.500604
3709986669,14.9416675,2.108445,3710409039,14.94166639,1.502986
3709986699,14.95000111,2.110231,3710409069,14.95000306,1.504176
3709986729,14.95833278,2.110231,3710409099,14.95833278,1.501795
3709986759,14.96666722,2.109636,3710409129,14.96666444,1.502986
3709986789,14.97500028,2.10785,3710409159,14.97499944,1.508344
3709986819,14.98333194,2.10904,3710409189,14.98333222,1.505962
3709986849,14.99166778,2.111422,3710409219,14.99166611,1.506558
3709986879,15.00000111,2.110826,3710409249,15,1.510725
3709986909,15.00833389,2.106659,3710409279,15.00833306,1.506558
3709986939,15.0166675,2.113803,3710409309,15.01666583,1.507748
3709986969,15.02500222,2.10904,3710409339,15.02500111,1.502986
3709986999,15.03333222,2.110231,3710409369,15.03333278,1.503581
3709987029,15.0416675,2.112017,3710409399,15.04166472,1.5012
3709987059,15.04999861,2.113208,3710409429,15.04999944,1.501795
3709987089,15.05833417,2.110826,3710409459,15.05833278,1.500604
3709987119,15.0666675,2.112017,3710409489,15.06666639,1.499414
3709987149,15.07500083,2.114994,3710409519,15.07499944,1.497032
3709987179,15.08333417,2.112017,3710409549,15.08333306,1.498818
3709987209,15.09166722,2.113208,3710409579,15.09166444,1.5012
3709987239,15.10000056,2.113208,3710409609,15.09999889,1.500009
3709987269,15.10833444,2.113208,3710409639,15.10833222,1.498223
3709987299,15.1166675,2.110826,3710409669,15.11666472,1.498818
3709987329,15.12499861,2.110231,3710409699,15.12499944,1.498223
3709987359,15.13333389,2.112612,3710409729,15.13333306,1.499414
3709987389,15.14166778,2.10904,3710409759,15.14166667,1.500604
3709987419,15.15000083,2.113208,3710409789,15.14999944,1.498818
3709987449,15.15833444,2.110231,3710409819,15.15833306,1.497032
3709987479,15.16666778,2.112612,3710409849,15.16666611,1.494651
3709987509,15.17500278,2.110231,3710409879,15.17499944,1.498223
3709987539,15.18333472,2.107254,3710409909,15.1833325,1.495842
3709987569,15.19166806,2.110231,3710409939,15.19166583,1.495842
3709987599,15.20000028,2.110826,3710409969,15.2,1.494056
3709987629,15.20833333,2.111422,3710409999,15.20833306,1.492865
3709987659,15.21666528,2.108445,3710410029,15.21666833,1.495246
3709987689,15.22500083,2.109636,3710410059,15.22499917,1.494651
3709987719,15.23333528,2.110826,3710410089,15.23333306,1.495246
3709987749,15.2416675,2.10904,3710410119,15.24166472,1.49346
3709987779,15.25000083,2.109636,3710410149,15.24999972,1.494651
3709987809,15.25833194,2.110826,3710410179,15.2583325,1.49227
3709987839,15.26666722,2.109636,3710410209,15.26666583,1.489888
3709987869,15.27500083,2.10785,3710410239,15.27499944,1.491674
3709987899,15.28333417,2.110826,3710410269,15.28333278,1.49227
3709987929,15.29166778,2.110231,3710410299,15.29166583,1.489293
3709987959,15.30000083,2.106064,3710410329,15.29999806,1.491079
3709987989,15.30833417,2.10904,3710410359,15.30833278,1.488698
3709988019,15.31666778,2.110231,3710410389,15.31666639,1.490484
3709988049,15.32500111,2.10904,3710410419,15.32499944,1.488698
3709988079,15.33333417,2.109636,3710410449,15.33333306,1.485721
3709988109,15.34166528,2.10785,3710410479,15.34166639,1.483339
3709988139,15.35000556,2.106659,3710410509,15.34999944,1.486316
3709988169,15.35833611,2.106659,3710410539,15.35833278,1.486316
3709988199,15.36674111,2.108445,3710410569,15.36666444,1.488102
3709988229,15.37500111,2.104278,3710410599,15.37499944,1.48453
3709988259,15.38333417,2.106659,3710410629,15.38333306,1.482149
3709988289,15.39166528,2.104873,3710410659,15.39166444,1.48453
3709988319,15.40000111,2.104873,3710410689,15.39999972,1.485721
3709988349,15.40833194,2.107254,3710410719,15.40833278,1.483935
3709988379,15.41666722,2.104278,3710410749,15.41666583,1.48453
3709988409,15.42500111,2.103682,3710410779,15.42499972,1.481553
3709988439,15.43333417,2.105468,3710410809,15.43333278,1.485126
3709988469,15.44166778,2.101301,3710410839,15.44166611,1.483339
3709988499,15.45,2.104278,3710410869,15.44999944,1.482744
3709988529,15.45833444,2.103087,3710410899,15.45833306,1.482744
3709988559,15.46666722,2.101301,3710410929,15.46666639,1.483935
3709988589,15.47500056,2.103682,3710410959,15.47499944,1.48453
3709988619,15.48333444,2.10011,3710410989,15.48333278,1.485721
3709988649,15.49166694,2.103087,3710411019,15.49166611,1.485126
3709988679,15.5,2.10011,3710411049,15.49999917,1.482744
3709988709,15.50833889,2.099515,3710411079,15.50833278,1.480363
3709988739,15.51666722,2.101896,3710411109,15.51666583,1.483935
3709988769,15.52500111,2.100706,3710411139,15.52499944,1.482149
3709988799,15.53333361,2.10011,3710411169,15.53333083,1.479172
3709988829,15.54166694,2.101896,3710411199,15.54166611,1.479172
3709988859,15.55000056,2.099515,3710411229,15.54999944,1.480958
3709988889,15.5583325,2.10011,3710411259,15.55833278,1.483339
3709988919,15.56666556,2.09892,3710411289,15.56666472,1.483935
3709988949,15.57500083,2.101896,3710411319,15.575,1.482744
3709988979,15.58333444,2.097729,3710411349,15.58333278,1.482744
3709989009,15.59166806,2.099515,3710411379,15.59166583,1.479767
3709989039,15.59999833,2.100706,3710411409,15.59999944,1.483339
3709989069,15.60833417,2.101896,3710411439,15.60833306,1.481553
3709989099,15.61666778,2.100706,3710411469,15.61666583,1.483339
3709989129,15.62499833,2.09892,3710411499,15.62499944,1.478577
3709989159,15.63333389,2.097134,3710411529,15.63333111,1.480363
3709989189,15.64166722,2.100706,3710411559,15.64166611,1.477981
3709989219,15.65000139,2.100706,3710411589,15.64999944,1.478577
3709989249,15.65833444,2.099515,3710411619,15.65833306,1.477386
3709989279,15.666665,2.10011,3710411649,15.66666611,1.477386
3709989309,15.67500083,2.101301,3710411679,15.67499917,1.4756
3709989339,15.68333417,2.098324,3710411709,15.68333306,1.477386
3709989369,15.6916675,2.097729,3710411739,15.69166639,1.473219
3709989399,15.70000111,2.097134,3710411769,15.69999944,1.476791
3709989429,15.70833333,2.097729,3710411799,15.70833472,1.471433
3709989459,15.7166675,2.095943,3710411829,15.71666472,1.472623
3709989489,15.72499861,2.099515,3710411859,15.72499944,1.478577
3709989519,15.73333361,2.096538,3710411889,15.73333278,1.472028
3709989549,15.7416675,2.09892,3710411919,15.74166611,1.475005
3709989579,15.75000028,2.099515,3710411949,15.74999944,1.474409
3709989609,15.75833417,2.098324,3710411979,15.75833306,1.473219
3709989639,15.76666694,2.09892,3710412009,15.76666611,1.472028
3709989669,15.77499889,2.092966,3710412039,15.77499917,1.4756
3709989699,15.783335,2.097134,3710412069,15.78333278,1.475005
3709989729,15.79166722,2.095943,3710412099,15.79166611,1.475005
3709989759,15.80000083,2.094157,3710412129,15.8,1.471433
3709989789,15.80833361,2.093562,3710412159,15.80833278,1.474409
3709989819,15.81666778,2.09118,3710412189,15.81666639,1.475005
3709989849,15.82500083,2.08999,3710412219,15.82500222,1.472623
3709989879,15.83333417,2.093562,3710412249,15.83333194,1.473814
3709989909,15.84166694,2.092371,3710412279,15.84166528,1.470242
3709989939,15.84999833,2.093562,3710412309,15.84999806,1.470242
3709989969,15.85833194,2.091776,3710412339,15.85833306,1.469647
3709989999,15.8666675,2.090585,3710412369,15.86666944,1.469647
3709990029,15.87500083,2.09118,3710412399,15.87499972,1.469051
3709990059,15.88333417,2.08999,3710412429,15.88333333,1.468456
3709990089,15.89166778,2.087013,3710412459,15.89166611,1.468456
3709990119,15.90000111,2.089394,3710412489,15.89999944,1.469051
3709990149,15.90833417,2.091776,3710412519,15.90833333,1.46667
3709990179,15.9166675,2.09118,3710412549,15.91666611,1.467861
3709990209,15.92499861,2.090585,3710412579,15.92499972,1.46667
3709990239,15.93333444,2.09118,3710412609,15.9333325,1.464289
3709990269,15.9416675,2.090585,3710412639,15.94166611,1.464884
3709990299,15.95,2.090585,3710412669,15.94999972,1.460717
3709990329,15.95833389,2.089394,3710412699,15.95833278,1.464289
3709990359,15.9666675,2.089394,3710412729,15.96666611,1.462503
3709990389,15.97499972,2.086418,3710412759,15.97499861,1.464884
3709990419,15.98333417,2.085822,3710412789,15.98333306,1.459526
3709990449,15.99166472,2.086418,3710412819,15.99166583,1.460121
3709990479,16.00000028,2.084632,3710412849,15.99999944,1.461312
3709990509,16.00833417,2.083441,3710412879,16.00833278,1.458335
3709990539,16.01666778,2.085822,3710412909,16.01666639,1.459526
3709990569,16.02500028,2.083441,3710412939,16.02499972,1.461312
3709990599,16.03333444,2.086418,3710412969,16.03333139,1.459526
3709990629,16.0416675,2.090585,3710412999,16.04166639,1.460717
3709990659,16.05000028,2.085822,3710413029,16.04999944,1.458931
3709990689,16.05833417,2.085227,3710413059,16.05833306,1.461312
3709990719,16.06666667,2.084036,3710413089,16.06666611,1.461907
3709990749,16.07500111,2.084632,3710413119,16.07499972,1.458931
3709990779,16.08333361,2.087013,3710413149,16.08333139,1.458931
3709990809,16.09166778,2.087013,3710413179,16.09166639,1.460717
3709990839,16.10000111,2.085822,3710413209,16.09999944,1.45774
3709990869,16.10833444,2.084632,3710413239,16.1083325,1.454168
3709990899,16.11666694,2.084036,3710413269,16.11666667,1.454168
3709990929,16.12500111,2.083441,3710413299,16.12499944,1.456549
3709990959,16.13333194,2.081059,3710413329,16.13333111,1.458335
3709990989,16.141665,2.08225,3710413359,16.14166639,1.454168
3709991019,16.15,2.082846,3710413389,16.14999944,1.456549
3709991049,16.15833472,2.078678,3710413419,16.15833278,1.456549
3709991079,16.16666556,2.080464,3710413449,16.16666667,1.456549
3709991109,16.17500083,2.080464,3710413479,16.17499944,1.456549
3709991139,16.18333389,2.081059,3710413509,16.18333639,1.458335
3709991169,16.19166722,2.079273,3710413539,16.19166583,1.452977
3709991199,16.20000111,2.081059,3710413569,16.19999972,1.451191
3709991229,16.20833194,2.078678,3710413599,16.20833333,1.450596
3709991259,16.21666778,2.079273,3710413629,16.21666417,1.451191
3709991289,16.22500111,2.079273,3710413659,16.22499778,1.452977
3709991319,16.2333325,2.079273,3710413689,16.23333278,1.44881
3709991349,16.24166667,2.080464,3710413719,16.24166639,1.451787
3709991379,16.25,2.081655,3710413749,16.24999972,1.450001
3709991409,16.25833444,2.076892,3710413779,16.25833444,1.451191
3709991439,16.2666675,2.081059,3710413809,16.26666639,1.451191
3709991469,16.27500139,2.080464,3710413839,16.27499944,1.453573
3709991499,16.28333361,2.079273,3710413869,16.28333333,1.451191
3709991529,16.2916675,2.080464,3710413899,16.29166444,1.450596
3709991559,16.30000111,2.082846,3710413929,16.29999972,1.449405
3709991589,16.30833417,2.079869,3710413959,16.30833194,1.449405
3709991619,16.3166675,2.077487,3710413989,16.31666611,1.449405
3709991649,16.32500083,2.077487,3710414019,16.32499944,1.449405
3709991679,16.33333306,2.079273,3710414049,16.33333306,1.452977
3709991709,16.34166833,2.078083,3710414079,16.34166528,1.451787
3709991739,16.35,2.078083,3710414109,16.34999917,1.452382
3709991769,16.35833417,2.075106,3710414139,16.35833333,1.451191
3709991799,16.36666806,2.073915,3710414169,16.36666611,1.447619
3709991829,16.37500056,2.075701,3710414199,16.37499944,1.447619
3709991859,16.38333444,2.074511,3710414229,16.38333278,1.451191
3709991889,16.39166722,2.079273,3710414259,16.391665,1.447024
3709991919,16.40000139,2.076892,3710414289,16.39999972,1.44881
3709991949,16.40833194,2.075106,3710414319,16.40833306,1.446428
3709991979,16.41666722,2.076892,3710414349,16.41666806,1.450596
3709992009,16.42500111,2.074511,3710414379,16.42499861,1.446428
3709992039,16.433335,2.077487,3710414409,16.4333325,1.447619
3709992069,16.4416675,2.075106,3710414439,16.44166611,1.445238
3709992099,16.44999833,2.076297,3710414469,16.44999972,1.443452
3709992129,16.45833167,2.071534,3710414499,16.45833278,1.444642
3709992159,16.46666778,2.072725,3710414529,16.46666806,1.445238
3709992189,16.47500083,2.075106,3710414559,16.47499944,1.44107
3709992219,16.48333417,2.07332,3710414589,16.48333306,1.44107
3709992249,16.49166778,2.071534,3710414619,16.49166639,1.440475
3709992279,16.5,2.07332,3710414649,16.49999889,1.441666
3709992309,16.50833472,2.07332,3710414679,16.50833278,1.435117
3709992339,16.51666694,2.073915,3710414709,16.51666639,1.435712
3709992369,16.52500056,2.072725,3710414739,16.52499917,1.438689
3709992399,16.53333417,2.069748,3710414769,16.53333111,1.439284
3709992429,16.54166778,2.070343,3710414799,16.54166472,1.438689
3709992459,16.55000111,2.069153,3710414829,16.54999778,1.438689
3709992489,16.55833417,2.066771,3710414859,16.55833139,1.437498
3709992519,16.56666667,2.066176,3710414889,16.56666611,1.437498
3709992549,16.57499889,2.068557,3710414919,16.57499944,1.438689
3709992579,16.58333417,2.066176,3710414949,16.58333139,1.437498
3709992609,16.5916675,2.066771,3710414979,16.59166583,1.43988
3709992639,16.60000083,2.065581,3710415009,16.59999944,1.439284
3709992669,16.60833417,2.066771,3710415039,16.60833306,1.436308
3709992699,16.61666778,2.066176,3710415069,16.61666611,1.434522
3709992729,16.62500083,2.065581,3710415099,16.62499972,1.435712
3709992759,16.63333444,2.066771,3710415129,16.6333325,1.432736
3709992789,16.6416675,2.067962,3710415159,16.64166639,1.433331
3709992819,16.64999861,2.063795,3710415189,16.64999972,1.43095
3709992849,16.65833417,2.067962,3710415219,16.65833278,1.429164
3709992879,16.6666675,2.063199,3710415249,16.66666528,1.430354
3709992909,16.67500139,2.062604,3710415279,16.67499917,1.426187
3709992939,16.68333389,2.065581,3710415309,16.6833325,1.427378
3709992969,16.6916675,2.061413,3710415339,16.69166639,1.429164
3709992999,16.70000083,2.063795,3710415369,16.69999944,1.424996
3709993029,16.70833444,2.063795,3710415399,16.70833222,1.43095
3709993059,16.7166675,2.06439,3710415429,16.71666611,1.424996
3709993089,16.72500056,2.063795,3710415459,16.72500222,1.427973
3709993119,16.73333417,2.063199,3710415489,16.73333333,1.42321
3709993149,16.74166778,2.061413,3710415519,16.74166694,1.42321
3709993179,16.75000028,2.058437,3710415549,16.74999778,1.42321
3709993209,16.75833333,2.059627,3710415579,16.75833278,1.420829
3709993239,16.76666722,2.059627,3710415609,16.76666611,1.419638
3709993269,16.77500083,2.061413,3710415639,16.77499944,1.42321
3709993299,16.78333222,2.059032,3710415669,16.7833325,1.42321
3709993329,16.7916675,2.060223,3710415699,16.79166611,1.419043
3709993359,16.80000167,2.059032,3710415729,16.79999944,1.420829
3709993389,16.80833444,2.062604,3710415759,16.80833306,1.419043
3709993419,16.81666556,2.062009,3710415789,16.81666583,1.419638
3709993449,16.82500028,2.059627,3710415819,16.82499972,1.419638
3709993479,16.83333139,2.059032,3710415849,16.8333325,1.416662
3709993509,16.8416675,2.060223,3710415879,16.84166583,1.415471
3709993539,16.85000111,2.060223,3710415909,16.85000056,1.417257
3709993569,16.85833167,2.065581,3710415939,16.85833278,1.416662
3709993599,16.86666778,2.06439,3710415969,16.86666611,1.416066
3709993629,16.87500083,2.067367,3710415999,16.8749975,1.417257
3709993659,16.88333194,2.06439,3710416029,16.8833325,1.415471
3709993689,16.89166778,2.062604,3710416059,16.89166611,1.413685
3709993719,16.90000028,2.062009,3710416089,16.89999972,1.413685
3709993749,16.90833472,2.060223,3710416119,16.90833278,1.41428
3709993779,16.9166675,2.059032,3710416149,16.91666583,1.41309
3709993809,16.92500056,2.057841,3710416179,16.92499944,1.41309
3709993839,16.93333472,2.062009,3710416209,16.93333278,1.409518
3709993869,16.94166694,2.057841,3710416239,16.94166944,1.41428
3709993899,16.95000111,2.057246,3710416269,16.94999944,1.410708
3709993929,16.95833417,2.058437,3710416299,16.95833278,1.410113
3709993959,16.9666675,2.057246,3710416329,16.96666639,1.405945
3709993989,16.97500083,2.060223,3710416359,16.97499944,1.410708
3709994019,16.98333417,2.061413,3710416389,16.98333278,1.408327
3709994049,16.99166694,2.057246,3710416419,16.99166444,1.407136
3709994079,17.00000139,2.060223,3710416449,16.99999889,1.407136
3709994109,17.00833444,2.061413,3710416479,17.00833306,1.40535
3709994139,17.016665,2.059627,3710416509,17.01666444,1.406541
3709994169,17.02500139,2.057841,3710416539,17.02499944,1.404755
3709994199,17.03333528,2.054865,3710416569,17.03333278,1.402969
3709994229,17.04166528,2.057841,3710416599,17.04166611,1.401778
3709994259,17.05000083,2.054865,3710416629,17.04999972,1.404159
3709994289,17.05833444,2.057246,3710416659,17.05833278,1.402373
3709994319,17.0666675,2.057841,3710416689,17.06666694,1.40535
3709994349,17.07499889,2.05546,3710416719,17.07499917,1.401183
3709994379,17.08333417,2.058437,3710416749,17.08333111,1.404159
3709994409,17.09166778,2.059032,3710416779,17.09166611,1.402969
3709994439,17.10000083,2.056651,3710416809,17.1,1.401778
3709994469,17.10833694,2.052483,3710416839,17.10833278,1.399397
3709994499,17.11666806,2.054865,3710416869,17.11666611,1.398801
3709994529,17.12500083,2.052483,3710416899,17.12499917,1.398801
3709994559,17.13333472,2.053674,3710416929,17.13333278,1.399397
3709994589,17.14166778,2.051888,3710416959,17.14166639,1.399397
3709994619,17.15000167,2.053079,3710416989,17.15000028,1.395229
3709994649,17.15833389,2.056055,3710417019,17.15833222,1.395825
3709994679,17.16666694,2.052483,3710417049,17.16666639,1.395229
3709994709,17.17500028,2.050102,3710417079,17.17499944,1.394634
3709994739,17.18333389,2.053674,3710417109,17.18333306,1.39642
3709994769,17.19166806,2.054865,3710417139,17.19166556,1.394039
3709994799,17.20000083,2.051293,3710417169,17.19999917,1.394039
3709994829,17.20833417,2.049507,3710417199,17.2083325,1.395229
3709994859,17.21666778,2.049507,3710417229,17.21666611,1.391657
3709994889,17.22500056,2.048316,3710417259,17.22500333,1.392253
3709994919,17.23333444,2.048911,3710417289,17.23333278,1.391657
3709994949,17.24166722,2.049507,3710417319,17.24166639,1.389871
3709994979,17.25000083,2.050697,3710417349,17.24999944,1.389276
3709995009,17.25833417,2.048911,3710417379,17.25833278,1.391657
3709995039,17.26666778,2.048316,3710417409,17.26666611,1.389871
3709995069,17.27500111,2.045935,3710417439,17.27499861,1.389871
3709995099,17.28333361,2.045935,3710417469,17.28333278,1.385704
3709995129,17.29166722,2.04653,3710417499,17.29166472,1.388681
3709995159,17.3,2.047721,3710417529,17.29999944,1.386299
