Lactococcus data,,,,,
WT,,,Mutant,,
timestamp [s],elapsed time [h],Photometer output [V],timestamp [s],elapsed time [h],Photometer output [V]
3710072469,38.77500056,0.973134,3710494839,38.77499944,0.448641
3710072499,38.78333417,0.974325,3710494869,38.78333139,0.446855
3710072529,38.79166833,0.974325,3710494899,38.79166444,0.448641
3710072559,38.80000111,0.975516,3710494929,38.79999778,0.449236
3710072589,38.80833417,0.97373,3710494959,38.80833278,0.449236
3710072619,38.81666694,0.972539,3710494989,38.81666528,0.449832
3710072649,38.82500083,0.97492,3710495019,38.82499778,0.448046
3710072679,38.83333333,0.972539,3710495049,38.83333278,0.448046
3710072709,38.84166778,0.976111,3710495079,38.84166444,0.448046
3710072739,38.85000028,0.973134,3710495109,38.84999944,0.44745
3710072769,38.85833194,0.97373,3710495139,38.85833278,0.445664
3710072799,38.86666778,0.975516,3710495169,38.86666639,0.450427
3710072829,38.87500111,0.973134,3710495199,38.87499889,0.448641
3710072859,38.88333417,0.972539,3710495229,38.88333278,0.44745
3710072889,38.891665,0.97373,3710495259,38.89166583,0.449832
3710072919,38.90000056,0.974325,3710495289,38.89999806,0.449236
3710072949,38.9083325,0.975516,3710495319,38.9083325,0.449236
3710072979,38.91666806,0.976111,3710495349,38.91666556,0.449832
3710073009,38.92500111,0.97373,3710495379,38.92499944,0.448641
3710073039,38.93333417,0.978492,3710495409,38.93333194,0.449236
3710073069,38.9416675,0.972539,3710495439,38.94166639,0.451022
3710073099,38.95000083,0.97492,3710495469,38.94999944,0.44745
3710073129,38.95833417,0.976111,3710495499,38.95833278,0.44745
3710073159,38.96666694,0.972539,3710495529,38.96666639,0.448641
3710073189,38.97500194,0.976706,3710495559,38.97499778,0.449236
3710073219,38.98333389,0.973134,3710495589,38.98333278,0.452808
3710073249,38.99166778,0.976111,3710495619,38.99166639,0.44626
3710073279,38.99999861,0.973134,3710495649,38.99999806,0.44745
3710073309,39.00833361,0.97373,3710495679,39.00833278,0.446855
3710073339,39.0166675,0.976111,3710495709,39.01666583,0.448046
3710073369,39.02499889,0.974325,3710495739,39.02499917,0.451022
3710073399,39.03333417,0.977302,3710495769,39.03333278,0.448046
3710073429,39.04166778,0.975516,3710495799,39.04166639,0.449832
3710073459,39.05000083,0.976111,3710495829,39.04999944,0.449832
3710073489,39.05833444,0.97492,3710495859,39.05833139,0.450427
3710073519,39.06666694,0.977302,3710495889,39.06666444,0.451022
3710073549,39.07500111,0.97492,3710495919,39.07499917,0.450427
3710073579,39.08334,0.972539,3710495949,39.08333278,0.445069
3710073609,39.0916675,0.975516,3710495979,39.09166444,0.448046
3710073639,39.10000083,0.975516,3710496009,39.09999972,0.448046
3710073669,39.10833361,0.976111,3710496039,39.10833194,0.449236
3710073699,39.1166675,0.977302,3710496069,39.11666611,0.44626
3710073729,39.12500111,0.976111,3710496099,39.12499806,0.449236
3710073759,39.13333444,0.977302,3710496129,39.13333111,0.448641
3710073789,39.1416675,0.977897,3710496159,39.141665,0.448641
3710073819,39.15000111,0.976706,3710496189,39.14999972,0.448641
3710073849,39.15833361,0.976111,3710496219,39.15833333,0.446855
3710073879,39.16666778,0.979683,3710496249,39.16666528,0.450427
3710073909,39.17500056,0.978492,3710496279,39.17499917,0.448641
3710073939,39.18333444,0.976706,3710496309,39.18333278,0.449832
3710073969,39.1916675,0.975516,3710496339,39.19166444,0.449236
3710073999,39.20000556,0.976706,3710496369,39.1999975,0.448641
3710074029,39.20833444,0.979683,3710496399,39.20833278,0.449832
3710074059,39.21666722,0.979683,3710496429,39.21666611,0.448046
3710074089,39.22499833,0.976706,3710496459,39.22499806,0.451618
3710074119,39.23333417,0.976111,3710496489,39.23333278,0.446855
3710074149,39.24166778,0.978492,3710496519,39.24166611,0.449236
3710074179,39.24999833,0.977302,3710496549,39.24999917,0.451022
3710074209,39.25833167,0.978492,3710496579,39.25833278,0.44745
3710074239,39.26666833,0.976111,3710496609,39.26666556,0.445664
3710074269,39.27499833,0.976111,3710496639,39.27499944,0.44745
3710074299,39.28333389,0.978492,3710496669,39.2833325,0.444474
3710074329,39.29166694,0.976111,3710496699,39.29166611,0.449236
3710074359,39.30000139,0.975516,3710496729,39.29999778,0.449236
3710074389,39.30833417,0.976706,3710496759,39.30833111,0.450427
3710074420,39.31679611,0.975516,3710496789,39.31666444,0.449236
3710074449,39.32500111,0.979088,3710496819,39.32499833,0.449832
3710074479,39.33334,0.977302,3710496849,39.33333194,0.44745
3710074509,39.341665,0.977897,3710496879,39.34166611,0.449832
3710074539,39.34999833,0.975516,3710496909,39.34999889,0.44745
3710074569,39.35833444,0.97373,3710496939,39.35833111,0.449832
3710074599,39.36666778,0.975516,3710496969,39.36666583,0.451618
3710074629,39.37499806,0.976111,3710496999,39.37499944,0.451022
3710074659,39.38333472,0.976111,3710497029,39.38333306,0.451618
3710074689,39.39166778,0.97492,3710497059,39.39166639,0.448046
3710074719,39.39999806,0.972539,3710497089,39.39999917,0.450427
3710074749,39.40833444,0.97373,3710497119,39.40833278,0.448046
3710074779,39.4166675,0.97492,3710497149,39.41666639,0.452213
3710074809,39.42500083,0.97373,3710497179,39.42499944,0.448046
3710074839,39.43333417,0.975516,3710497209,39.43333278,0.44745
3710074869,39.44166722,0.97492,3710497239,39.44166639,0.450427
3710074899,39.45000111,0.976111,3710497269,39.44999806,0.451022
3710074929,39.45833139,0.978492,3710497299,39.45833278,0.450427
3710074959,39.466665,0.97492,3710497329,39.46666444,0.452213
3710074989,39.47500083,0.974325,3710497359,39.47499944,0.44745
3710075019,39.48333389,0.977897,3710497389,39.48333278,0.449236
3710075049,39.49166667,0.974325,3710497419,39.49166639,0.449236
3710075079,39.50000083,0.976706,3710497449,39.49999778,0.451022
3710075109,39.50833417,0.976111,3710497479,39.50833306,0.449832
3710075139,39.51666556,0.97492,3710497509,39.51666583,0.448046
3710075169,39.52500083,0.980278,3710497539,39.52499917,0.451618
3710075199,39.53333444,0.975516,3710497569,39.53333278,0.450427
3710075229,39.54166861,0.97492,3710497599,39.54166722,0.451618
3710075259,39.55000111,0.977302,3710497629,39.54999917,0.449832
3710075289,39.55833444,0.976111,3710497659,39.55833333,0.448641
3710075319,39.56666694,0.977302,3710497689,39.56666639,0.453404
3710075349,39.57499861,0.976706,3710497719,39.57499944,0.451022
3710075379,39.58333306,0.977302,3710497749,39.58333306,0.450427
3710075409,39.59166778,0.976111,3710497779,39.59166639,0.448046
3710075439,39.59999889,0.977302,3710497809,39.59999778,0.448046
3710075469,39.60833417,0.976706,3710497839,39.60833111,0.448046
3710075499,39.61666722,0.97492,3710497869,39.61666611,0.449236
3710075529,39.62500139,0.976706,3710497899,39.62499944,0.451022
3710075559,39.63333417,0.977302,3710497929,39.63333139,0.450427
3710075589,39.64166778,0.97373,3710497959,39.64166639,0.448641
3710075619,39.65000444,0.977897,3710497989,39.64999944,0.449236
3710075649,39.65833361,0.978492,3710498019,39.65833278,0.451022
3710075679,39.66666611,0.978492,3710498049,39.66666639,0.449236
3710075709,39.67500111,0.97373,3710498079,39.67499917,0.446855
3710075739,39.68333444,0.975516,3710498109,39.6833325,0.448641
3710075769,39.69166778,0.977302,3710498139,39.69166583,0.448641
3710075799,39.69999889,0.973134,3710498169,39.69999944,0.449832
3710075829,39.70833472,0.97373,3710498199,39.70833306,0.454594
3710075859,39.71666778,0.973134,3710498229,39.71666611,0.449236
3710075889,39.72500083,0.97492,3710498259,39.72499917,0.449832
3710075919,39.73333444,0.974325,3710498289,39.73333278,0.449236
3710075949,39.7416675,0.974325,3710498319,39.74166611,0.451022
3710075979,39.75000083,0.976706,3710498349,39.7499975,0.450427
3710076009,39.75833333,0.976706,3710498379,39.75833278,0.450427
3710076039,39.7666675,0.97373,3710498409,39.76666611,0.452213
3710076069,39.77500056,0.975516,3710498439,39.77499944,0.450427
3710076099,39.78333361,0.977897,3710498469,39.78333278,0.451022
3710076129,39.79166722,0.977897,3710498499,39.79166611,0.449236
3710076159,39.80000056,0.972539,3710498529,39.79999917,0.452808
3710076189,39.80833444,0.97373,3710498559,39.80833306,0.452213
3710076219,39.81667139,0.976111,3710498589,39.81666639,0.450427
3710076249,39.82500083,0.973134,3710498619,39.82499972,0.452808
3710076279,39.83333333,0.972539,3710498649,39.83333278,0.451618
3710076309,39.84166778,0.97492,3710498679,39.84166583,0.449236
3710076339,39.84999944,0.97373,3710498709,39.84999944,0.450427
3710076369,39.85833194,0.975516,3710498739,39.85833333,0.449832
3710076399,39.86666528,0.979088,3710498769,39.86666611,0.451618
3710076429,39.875,0.97492,3710498799,39.87499944,0.450427
3710076459,39.88333444,0.979088,3710498829,39.88333278,0.449832
3710076489,39.89166722,0.976706,3710498859,39.89166611,0.451618
3710076519,39.90000056,0.977897,3710498889,39.89999861,0.449236
3710076549,39.90833444,0.974325,3710498919,39.90833083,0.446855
3710076579,39.91666778,0.975516,3710498949,39.91666444,0.451022
3710076609,39.92499972,0.976111,3710498979,39.92499944,0.450427
3710076639,39.93333389,0.977897,3710499009,39.93333278,0.451618
3710076669,39.94166778,0.975516,3710499039,39.94166639,0.449832
3710076699,39.95000222,0.974325,3710499069,39.94999944,0.449236
3710076729,39.95833444,0.974325,3710499099,39.95833306,0.450427
3710076759,39.9666675,0.979088,3710499129,39.96666583,0.450427
3710076789,39.97500111,0.978492,3710499159,39.97499917,0.452213
3710076819,39.98333333,0.977897,3710499189,39.98333139,0.451618
3710076849,39.99166583,0.972539,3710499219,39.99166556,0.44745
3710076879,39.99999833,0.97492,3710499249,39.99999778,0.449236
3710076909,40.00833194,0.97492,3710499279,40.00833111,0.451618
3710076939,40.01666861,0.97373,3710499309,40.01666556,0.449832
3710076969,40.02500111,0.972539,3710499339,40.02499944,0.451618
3710076999,40.03333472,0.97373,3710499369,40.03333278,0.452213
3710077029,40.04166722,0.976111,3710499399,40.04166583,0.451022
3710077059,40.05000139,0.97492,3710499429,40.04999889,0.44745
3710077089,40.05833444,0.979088,3710499459,40.05833306,0.451022
3710077119,40.06666778,0.97373,3710499489,40.06666444,0.449832
3710077149,40.07500083,0.976706,3710499519,40.07499806,0.451022
3710077179,40.08333333,0.977302,3710499549,40.08333222,0.451022
3710077209,40.0916675,0.976706,3710499579,40.09166611,0.450427
3710077239,40.10000083,0.975516,3710499609,40.09999917,0.451022
3710077269,40.1083325,0.970753,3710499639,40.10833306,0.452213
3710077299,40.1166675,0.975516,3710499669,40.11666611,0.449832
3710077329,40.12500111,0.976706,3710499699,40.12499917,0.451022
3710077359,40.13333389,0.979683,3710499729,40.1333325,0.450427
3710077389,40.14166722,0.977897,3710499759,40.14166611,0.449236
3710077419,40.14999833,0.978492,3710499789,40.14999944,0.451022
3710077449,40.15833444,0.976111,3710499819,40.15833278,0.451618
3710077479,40.16666778,0.976706,3710499849,40.16666444,0.449832
3710077509,40.17500083,0.976706,3710499879,40.17499889,0.453404
3710077539,40.18333417,0.978492,3710499909,40.18333278,0.451022
3710077569,40.1916675,0.977897,3710499939,40.19166556,0.450427
3710077599,40.20000111,0.978492,3710499969,40.19999944,0.453999
3710077629,40.20833444,0.977897,3710499999,40.20833278,0.452808
3710077659,40.2166675,0.975516,3710500029,40.21666444,0.450427
3710077689,40.22500111,0.974325,3710500059,40.22499944,0.451022
3710077719,40.23333444,0.974325,3710500089,40.23333111,0.450427
3710077749,40.241665,0.976111,3710500119,40.24166611,0.453404
3710077779,40.25000111,0.97373,3710500149,40.24999944,0.449832
3710077809,40.25833389,0.974325,3710500179,40.25833222,0.451022
3710077839,40.26666722,0.973134,3710500209,40.26666583,0.450427
3710077869,40.27500139,0.97373,3710500239,40.27499944,0.452808
3710077899,40.28333417,0.974325,3710500269,40.28333278,0.450427
3710077929,40.29166667,0.975516,3710500299,40.29166611,0.451618
3710077959,40.29999917,0.971944,3710500329,40.29999944,0.451022
3710077989,40.30833444,0.97492,3710500359,40.30833278,0.452808
3710078019,40.31666778,0.972539,3710500389,40.31666444,0.450427
3710078049,40.32500111,0.977302,3710500419,40.32499944,0.452213
3710078079,40.33333167,0.97373,3710500449,40.33333194,0.452808
3710078109,40.3416675,0.97373,3710500479,40.341665,0.451022
3710078139,40.35000222,0.976111,3710500509,40.34999917,0.453404
3710078169,40.35833417,0.976706,3710500539,40.35833278,0.451618
3710078199,40.36666778,0.971348,3710500569,40.36666611,0.452213
3710078229,40.37500111,0.97373,3710500599,40.37499972,0.448046
3710078259,40.38333444,0.974325,3710500629,40.38333139,0.452213
3710078289,40.3916675,0.97492,3710500659,40.39166611,0.453404
3710078319,40.4,0.975516,3710500689,40.39999944,0.451022
3710078349,40.40833417,0.976706,3710500719,40.40833222,0.451022
3710078379,40.41666667,0.974325,3710500749,40.41666611,0.451618
3710078409,40.42500083,0.976706,3710500779,40.42499944,0.453404
3710078439,40.43333444,0.974325,3710500809,40.4333325,0.451618
3710078469,40.44166556,0.973134,3710500839,40.44166611,0.451618
3710078499,40.45000083,0.971944,3710500869,40.44999778,0.452213
3710078529,40.45833194,0.97373,3710500899,40.45833278,0.452808
3710078559,40.46666722,0.977302,3710500929,40.46666639,0.451022
3710078589,40.475,0.975516,3710500959,40.47499806,0.450427
3710078619,40.48333444,0.971944,3710500989,40.48333278,0.451618
3710078649,40.49166611,0.972539,3710501019,40.49166583,0.452213
3710078679,40.50000194,0.974325,3710501049,40.49999944,0.450427
3710078709,40.50833444,0.975516,3710501079,40.50833306,0.449832
3710078739,40.51667167,0.973134,3710501109,40.51666611,0.45638
3710078769,40.52499972,0.97492,3710501139,40.52499917,0.452213
3710078799,40.53333417,0.976111,3710501169,40.53333111,0.450427
3710078829,40.54166778,0.97373,3710501199,40.54166611,0.451618
3710078859,40.55000139,0.971348,3710501229,40.54999944,0.451618
3710078889,40.55833444,0.97373,3710501259,40.55833278,0.451618
3710078919,40.56666778,0.979683,3710501289,40.56666639,0.451618
3710078949,40.57500111,0.974325,3710501319,40.57499944,0.451618
3710078979,40.58333472,0.974325,3710501349,40.58333278,0.451618
3710079009,40.59166778,0.975516,3710501379,40.59166444,0.451618
3710079039,40.60000111,0.974325,3710501409,40.59999778,0.451022
3710079069,40.60833333,0.976706,3710501439,40.60833306,0.452213
3710079099,40.61666639,0.97373,3710501469,40.61666528,0.451022
3710079129,40.625,0.971348,3710501499,40.62499944,0.451618
3710079159,40.63333417,0.977897,3710501529,40.63333222,0.452808
3710079189,40.64166778,0.97373,3710501559,40.64166639,0.452808
3710079219,40.65000111,0.97492,3710501589,40.64999944,0.451618
3710079249,40.65833417,0.972539,3710501619,40.65833111,0.453999
3710079279,40.666665,0.975516,3710501649,40.66666611,0.453404
3710079309,40.67500083,0.970753,3710501679,40.67499944,0.451022
3710079339,40.683335,0.972539,3710501709,40.68333222,0.452808
3710079369,40.69166556,0.975516,3710501739,40.69166611,0.452213
3710079399,40.70000111,0.97492,3710501769,40.69999972,0.453999
3710079429,40.70833528,0.973134,3710501799,40.70833306,0.452808
3710079459,40.7166675,0.972539,3710501829,40.71666611,0.452213
3710079489,40.72500028,0.976111,3710501859,40.72499944,0.452213
3710079519,40.73333444,0.97373,3710501889,40.73333083,0.453404
3710079549,40.74166778,0.971348,3710501919,40.74166639,0.451618
3710079579,40.75000111,0.974325,3710501949,40.74999806,0.452808
3710079609,40.75833444,0.971348,3710501979,40.7583325,0.451618
3710079639,40.766665,0.972539,3710502009,40.76666611,0.448641
3710079669,40.77500056,0.97373,3710502039,40.77499944,0.452213
3710079699,40.78333444,0.980278,3710502069,40.7833325,0.45519
3710079729,40.7916675,0.975516,3710502099,40.79166639,0.452213
3710079759,40.80000111,0.976111,3710502129,40.79999972,0.452213
3710079789,40.80833417,0.975516,3710502159,40.80833278,0.453999
3710079819,40.81666528,0.97492,3710502189,40.81666611,0.453999
3710079849,40.82499861,0.978492,3710502219,40.82499944,0.453999
3710079879,40.83333389,0.975516,3710502249,40.83333278,0.451618
3710079909,40.84166556,0.974325,3710502279,40.84166611,0.449236
3710079939,40.85000139,0.976111,3710502309,40.84999917,0.454594
3710079969,40.85833139,0.974325,3710502339,40.8583325,0.451618
3710079999,40.86666778,0.971944,3710502369,40.866665,0.45519
3710080029,40.87500111,0.970753,3710502399,40.87499944,0.452808
3710080059,40.88333389,0.974325,3710502429,40.88333278,0.450427
3710080089,40.89166722,0.97373,3710502459,40.89166611,0.452808
3710080119,40.90000111,0.97373,3710502489,40.89999889,0.451022
3710080149,40.90833167,0.970158,3710502519,40.90833278,0.453404
3710080179,40.91666778,0.970753,3710502549,40.91666583,0.455785
3710080209,40.92500028,0.971944,3710502579,40.92499944,0.453404
3710080239,40.93333389,0.970753,3710502609,40.93333278,0.452808
3710080269,40.94166778,0.970753,3710502639,40.94166667,0.451618
3710080299,40.95000083,0.973134,3710502669,40.94999972,0.452213
3710080329,40.95833472,0.973134,3710502699,40.95833278,0.453999
3710080359,40.96666667,0.973134,3710502729,40.96666444,0.453404
3710080389,40.97500111,0.972539,3710502759,40.97499778,0.452213
3710080419,40.98333417,0.97373,3710502789,40.98333306,0.453404
3710080449,40.99166806,0.971348,3710502819,40.99166639,0.452213
3710080479,41.00000056,0.97492,3710502849,40.99999806,0.452213
3710080509,41.00833417,0.974325,3710502879,41.00833278,0.452808
3710080539,41.01666778,0.971348,3710502909,41.01666639,0.453404
3710080569,41.02500028,0.974325,3710502939,41.02499889,0.454594
3710080599,41.0333325,0.972539,3710502969,41.03333278,0.454594
3710080629,41.04166694,0.972539,3710502999,41.04166417,0.454594
3710080659,41.05000028,0.973134,3710503029,41.04999972,0.453999
3710080689,41.05833444,0.972539,3710503059,41.0583325,0.453404
3710080719,41.06666778,0.971944,3710503089,41.06666611,0.453404
3710080749,41.07500139,0.971944,3710503119,41.07499917,0.453404
3710080779,41.08333444,0.972539,3710503149,41.08333111,0.453404
3710080809,41.09166639,0.973134,3710503179,41.09166611,0.453404
3710080839,41.10000056,0.972539,3710503209,41.09999778,0.455785
3710080869,41.10833417,0.968967,3710503239,41.1083325,0.452808
3710080899,41.11666778,0.971944,3710503269,41.11666639,0.453404
3710080929,41.12500083,0.970753,3710503299,41.12499944,0.454594
3710080959,41.13333444,0.974325,3710503329,41.13333139,0.455785
3710080989,41.14166944,0.971944,3710503359,41.14166639,0.451618
3710081019,41.15,0.971944,3710503389,41.14999889,0.453404
3710081049,41.15833444,0.972539,3710503419,41.15833278,0.45638
3710081079,41.1666675,0.972539,3710503449,41.16666611,0.452808
3710081109,41.17499833,0.968967,3710503479,41.17499778,0.453404
3710081139,41.18333167,0.973134,3710503509,41.18333222,0.450427
3710081169,41.19166694,0.971944,3710503539,41.19166639,0.453404
3710081199,41.20000111,0.972539,3710503569,41.19999944,0.453404
3710081229,41.20833389,0.971348,3710503599,41.20833278,0.452808
3710081259,41.21666806,0.973134,3710503629,41.21666639,0.452808
3710081289,41.22500028,0.970158,3710503659,41.22499944,0.453404
3710081319,41.23333417,0.97492,3710503689,41.23333278,0.453999
3710081349,41.24166778,0.974325,3710503719,41.24166639,0.452808
3710081379,41.25000083,0.97373,3710503749,41.24999778,0.454594
3710081409,41.25833417,0.973134,3710503779,41.25833139,0.453999
3710081439,41.26666806,0.972539,3710503809,41.26666417,0.452213
3710081469,41.27500111,0.970753,3710503839,41.27499944,0.452808
3710081499,41.28333333,0.971348,3710503869,41.28333139,0.453999
3710081529,41.29166778,0.977897,3710503899,41.29166639,0.450427
3710081559,41.30000111,0.972539,3710503929,41.29999944,0.454594
3710081589,41.30833417,0.971348,3710503959,41.30833306,0.45519
3710081619,41.3166675,0.973134,3710503989,41.31666611,0.454594
3710081649,41.32500111,0.976706,3710504019,41.32499944,0.452808
3710081679,41.33333361,0.971944,3710504049,41.33333278,0.451618
3710081709,41.34166667,0.97373,3710504079,41.34166611,0.456976
3710081739,41.35000111,0.976111,3710504109,41.34999944,0.454594
3710081769,41.35833417,0.970753,3710504139,41.35833278,0.453999
3710081799,41.36666722,0.97492,3710504169,41.36666556,0.453999
3710081829,41.37500056,0.972539,3710504199,41.37499944,0.453999
3710081859,41.38333306,0.970158,3710504229,41.38333278,0.453999
3710081889,41.3916675,0.972539,3710504259,41.39166472,0.455785
3710081919,41.40000111,0.974325,3710504289,41.39999778,0.455785
3710081949,41.40833167,0.973134,3710504319,41.40833111,0.45519
3710081979,41.41666722,0.971348,3710504349,41.41666583,0.453999
3710082009,41.42499861,0.972539,3710504379,41.42499972,0.453999
3710082039,41.43333417,0.972539,3710504409,41.43333278,0.45519
3710082069,41.44166722,0.971348,3710504439,41.44166583,0.453404
3710082099,41.45000083,0.970753,3710504469,41.45,0.453999
3710082129,41.45833472,0.972539,3710504499,41.45833278,0.453999
3710082159,41.46666778,0.973134,3710504529,41.46666611,0.457571
3710082189,41.47500083,0.971944,3710504559,41.47499917,0.453999
3710082219,41.48333333,0.973134,3710504589,41.48333139,0.458166
3710082249,41.49166722,0.97373,3710504619,41.49166472,0.452808
3710082279,41.50000083,0.973134,3710504649,41.50000694,0.45519
3710082309,41.50833139,0.97373,3710504679,41.50833167,0.455785
3710082339,41.51666778,0.975516,3710504709,41.51666472,0.453999
3710082369,41.52500056,0.973134,3710504739,41.52499944,0.454594
3710082399,41.53333222,0.972539,3710504769,41.53333083,0.453999
3710082429,41.54166778,0.971944,3710504799,41.54166611,0.452808
3710082459,41.55000028,0.971944,3710504829,41.54999944,0.452213
3710082489,41.55833389,0.974325,3710504859,41.5583325,0.454594
3710082519,41.56666778,0.968372,3710504889,41.56666639,0.453404
3710082549,41.57500167,0.971348,3710504919,41.57499944,0.453404
3710082579,41.58333444,0.970158,3710504949,41.58333278,0.453404
3710082609,41.59166778,0.973134,3710504979,41.59166639,0.457571
3710082639,41.60000056,0.97373,3710505009,41.59999972,0.451618
3710082669,41.60833333,0.97492,3710505039,41.60833278,0.452213
3710082699,41.61666778,0.971348,3710505069,41.61666583,0.45638
3710082729,41.62500083,0.97373,3710505099,41.62499944,0.454594
3710082759,41.6333325,0.971348,3710505129,41.63333278,0.453999
3710082789,41.64166694,0.97492,3710505159,41.64166444,0.452808
3710082819,41.65,0.973134,3710505189,41.64999917,0.45519
3710082849,41.65833417,0.970753,3710505219,41.65833278,0.455785
3710082879,41.6666675,0.971944,3710505249,41.66666611,0.454594
3710082909,41.67500028,0.971944,3710505279,41.67499972,0.453404
3710082939,41.68333444,0.968967,3710505309,41.68333306,0.452808
3710082969,41.69166667,0.968967,3710505339,41.69166611,0.454594
3710082999,41.69999833,0.968967,3710505369,41.6999975,0.454594
3710083029,41.70833444,0.973134,3710505399,41.7083325,0.456976
3710083059,41.71666778,0.972539,3710505429,41.71666639,0.452808
3710083089,41.72500111,0.971944,3710505459,41.72499972,0.454594
3710083119,41.73333444,0.970753,3710505489,41.73333278,0.453999
3710083149,41.74166778,0.969562,3710505519,41.74166611,0.453404
3710083179,41.75000111,0.968967,3710505549,41.74999944,0.452808
3710083209,41.75833361,0.970158,3710505579,41.75833278,0.452808
3710083239,41.76666667,0.972539,3710505609,41.76666583,0.454594
3710083269,41.77500083,0.971348,3710505639,41.77499917,0.455785
3710083299,41.78333361,0.968967,3710505669,41.7833325,0.455785
3710083329,41.79166722,0.976706,3710505699,41.79166583,0.45519
3710083359,41.80000083,0.971944,3710505729,41.79999917,0.453404
3710083389,41.80833167,0.972539,3710505759,41.80833306,0.452808
3710083419,41.8166675,0.971944,3710505789,41.81666639,0.453404
3710083449,41.82500083,0.971348,3710505819,41.82499778,0.45519
3710083479,41.83333444,0.972539,3710505849,41.83333306,0.45519
3710083509,41.84166778,0.973134,3710505879,41.84166611,0.453999
3710083539,41.85000028,0.970753,3710505909,41.84999944,0.452808
3710083569,41.85833194,0.971944,3710505939,41.8583325,0.453999
3710083599,41.86666722,0.970753,3710505969,41.86666417,0.452213
3710083629,41.87500056,0.973134,3710505999,41.87499972,0.453999
3710083659,41.88333194,0.968967,3710506029,41.88333222,0.45519
3710083689,41.891665,0.971944,3710506059,41.89166583,0.453999
3710083719,41.9,0.97373,3710506089,41.89999806,0.455785
3710083749,41.90833417,0.970158,3710506119,41.90833278,0.455785
3710083779,41.9166675,0.970753,3710506149,41.91666611,0.456976
3710083809,41.92500111,0.971944,3710506179,41.92499972,0.45638
3710083839,41.93333444,0.971348,3710506209,41.93333278,0.453404
3710083869,41.94166528,0.968372,3710506239,41.94166528,0.454594
3710083899,41.95000111,0.971348,3710506269,41.94999944,0.452808
3710083929,41.95833389,0.971944,3710506299,41.95833278,0.456976
3710083959,41.96666778,0.971348,3710506329,41.96666583,0.454594
3710083989,41.975,0.971348,3710506359,41.97499944,0.453999
3710084019,41.98333167,0.972539,3710506389,41.98333278,0.456976
3710084049,41.99166528,0.971944,3710506419,41.99166611,0.453999
3710084079,42.00000111,0.971944,3710506449,41.99999889,0.454594
3710084109,42.00833222,0.974325,3710506479,42.00833278,0.45519
3710084139,42.01666694,0.971348,3710506509,42.01666639,0.453404
3710084169,42.02500139,0.974325,3710506539,42.02499944,0.45638
3710084199,42.03333444,0.973134,3710506569,42.03333139,0.453999
3710084229,42.04166694,0.970158,3710506599,42.04166583,0.453999
3710084259,42.05000083,0.971944,3710506629,42.04999944,0.455785
3710084289,42.05833444,0.972539,3710506659,42.05833278,0.455785
3710084319,42.0666675,0.971944,3710506689,42.06666611,0.454594
3710084349,42.075,0.970158,3710506719,42.07499944,0.45638
3710084379,42.08333472,0.972539,3710506749,42.08333278,0.455785
3710084409,42.0916675,0.971348,3710506779,42.09166583,0.453404
3710084439,42.10000056,0.971944,3710506809,42.09999778,0.45519
3710084469,42.10833389,0.969562,3710506839,42.10833278,0.45519
3710084499,42.11666667,0.969562,3710506869,42.11666611,0.453404
3710084529,42.125,0.97373,3710506899,42.12499917,0.455785
3710084559,42.13333194,0.971944,3710506929,42.13333111,0.454594
3710084589,42.14166778,0.970158,3710506959,42.14166611,0.454594
3710084619,42.15000111,0.971944,3710506989,42.14999944,0.45519
3710084649,42.15833444,0.968967,3710507019,42.15833083,0.453999
3710084679,42.16666694,0.971944,3710507049,42.16666444,0.454594
3710084709,42.17500056,0.970158,3710507079,42.17499972,0.459357
3710084739,42.18333333,0.969562,3710507109,42.18333278,0.454594
3710084769,42.19166528,0.970158,3710507139,42.19166667,0.452808
3710084799,42.20000056,0.97373,3710507169,42.19999944,0.45638
3710084829,42.20833361,0.968967,3710507199,42.20833111,0.454594
3710084859,42.2166675,0.971348,3710507229,42.21666583,0.453404
3710084889,42.22499861,0.97373,3710507259,42.22499778,0.45519
3710084919,42.23333222,0.975516,3710507289,42.23333139,0.45638
3710084949,42.2416675,0.973134,3710507319,42.24166583,0.453404
3710084979,42.25000083,0.973134,3710507349,42.24999917,0.453999
3710085009,42.25833222,0.968967,3710507379,42.25833222,0.453999
3710085039,42.2666675,0.969562,3710507409,42.26666611,0.45519
3710085069,42.27500083,0.971944,3710507439,42.2749975,0.455785
3710085099,42.28333389,0.970158,3710507469,42.28333278,0.454594
3710085129,42.29166528,0.969562,3710507499,42.29166639,0.45638
3710085159,42.29999833,0.971944,3710507529,42.29999917,0.45519
3710085189,42.30834028,0.970158,3710507559,42.30833278,0.45519
3710085219,42.316665,0.971944,3710507589,42.31666639,0.453999
3710085249,42.32499861,0.973134,3710507619,42.32499778,0.452213
3710085279,42.3333325,0.972539,3710507649,42.33333278,0.45638
3710085309,42.34166778,0.971348,3710507679,42.34166611,0.454594
3710085339,42.35000111,0.97373,3710507709,42.34999917,0.459357
3710085369,42.35833389,0.971944,3710507739,42.35833278,0.45638
3710085399,42.36666778,0.970753,3710507769,42.36666611,0.454594
3710085429,42.37500083,0.969562,3710507799,42.37499944,0.454594
3710085459,42.38333417,0.971348,3710507829,42.38333278,0.456976
3710085489,42.3916675,0.970158,3710507859,42.39166611,0.45519
3710085519,42.40000111,0.970158,3710507889,42.39999944,0.454594
