3710105019,0.975971,0.489856,0.612995,0.488855,0.364103,0.318262,0.483766,0.617122,1.685159,0.967181,0.010472
3710105049,0.950826,0.509985,0.607961,0.493884,0.361721,0.318262,0.459357,0.639149,1.686945,0.964204,0.012853
3710105079,0.955855,0.504953,0.607961,0.508968,0.362317,0.318262,0.46531,0.638554,1.685159,0.963609,0.012258
3710105109,0.945798,0.499921,0.612995,0.483827,0.362317,0.318262,0.479003,0.611168,1.68635,0.96599,0.011067
3710105139,0.965913,0.494889,0.602926,0.519024,0.362317,0.319452,0.477217,0.606406,1.688136,0.969562,0.012853
3710105169,0.975971,0.489856,0.612995,0.50394,0.365889,0.319452,0.458762,0.595094,1.688731,0.967181,0.012258
3710105199,0.975971,0.484824,0.618029,0.50394,0.362317,0.31588,0.452213,0.603429,1.688136,0.965395,0.014639
3710105229,0.970942,0.484824,0.618029,0.50394,0.361721,0.318857,0.453999,0.607596,1.684564,0.9648,0.012258
3710105259,0.970942,0.489856,0.597892,0.513996,0.362317,0.319452,0.481385,0.617717,1.687541,0.961823,0.013448
3710105289,0.960884,0.489856,0.618029,0.50394,0.361721,0.318262,0.46412,0.627243,1.689922,0.96599,0.013448
3710105319,0.945798,0.520049,0.607961,0.488855,0.361721,0.317666,0.501031,0.62248,1.68635,0.967776,0.010472
3710105349,0.965913,0.494889,0.597892,0.539137,0.362317,0.317666,0.462334,0.568304,1.687541,0.9648,0.009281
3710105379,0.965913,0.489856,0.612995,0.50394,0.362317,0.316476,0.472454,0.623075,1.687541,0.967776,0.015234
3710105409,0.970942,0.489856,0.607961,0.519024,0.361721,0.31588,0.489124,0.583783,1.688731,0.963609,0.010472
3710105439,0.965913,0.479792,0.623064,0.488855,0.361721,0.318857,0.487338,0.598666,1.687541,0.9648,0.011662
3710105469,0.950826,0.499921,0.607961,0.524053,0.362317,0.316476,0.467096,0.619503,1.686945,0.963609,0.014044
3710105499,0.940769,0.515017,0.602926,0.498912,0.364103,0.318262,0.462334,0.636173,1.687541,0.960632,0.012853
3710105529,0.965913,0.489856,0.618029,0.493884,0.363508,0.317071,0.480194,0.621884,1.690517,0.961823,0.010472
3710105559,0.991057,0.489856,0.607961,0.50394,0.362317,0.317071,0.48198,0.611764,1.689327,0.964204,0.014044
3710105589,0.960884,0.499921,0.607961,0.513996,0.365294,0.318857,0.494482,0.598071,1.686945,0.963014,0.012258
3710105619,0.945798,0.504953,0.602926,0.488855,0.361721,0.318857,0.471859,0.594499,1.688136,0.963609,0.013448
3710105649,0.940769,0.515017,0.602926,0.488855,0.362317,0.318857,0.480194,0.609978,1.689327,0.960632,0.012853
3710105679,0.970942,0.484824,0.623064,0.508968,0.364698,0.318857,0.45519,0.651056,1.690517,0.968967,0.012258
3710105709,0.975971,0.494889,0.618029,0.498912,0.361721,0.318857,0.486743,0.620098,1.688136,0.96599,0.010472
3710105739,0.960884,0.499921,0.597892,0.50394,0.362317,0.318857,0.465906,0.661177,1.687541,0.963014,0.011067
3710105769,0.965913,0.494889,0.618029,0.50394,0.359935,0.317666,0.479003,0.637363,1.685755,0.9648,0.011662
3710105799,0.930711,0.509985,0.602926,0.508968,0.361721,0.318857,0.489719,0.62367,1.688136,0.962418,0.011067
3710105829,0.975971,0.479792,0.612995,0.519024,0.361721,0.318857,0.487933,0.606406,1.689327,0.963014,0.015234
3710105859,0.945798,0.504953,0.607961,0.513996,0.361721,0.318857,0.455785,0.624861,1.689327,0.964204,0.012258
3710105889,0.965913,0.489856,0.618029,0.519024,0.362317,0.318857,0.478408,0.638554,1.688731,0.961823,0.014044
3710105919,0.980999,0.489856,0.607961,0.508968,0.361721,0.31588,0.46412,0.588546,1.685755,0.961228,0.012853
3710105949,0.930711,0.504953,0.602926,0.519024,0.362317,0.318857,0.47305,0.610573,1.688136,0.966586,0.011662
3710105979,0.940769,0.499921,0.602926,0.524053,0.362912,0.317071,0.479599,0.636173,1.68635,0.96599,0.013448
3710106009,0.960884,0.494889,0.597892,0.50394,0.361721,0.318262,0.495673,0.584378,1.68635,0.965395,0.011067
3710106039,0.975971,0.484824,0.623064,0.488855,0.364698,0.318857,0.472454,0.629624,1.687541,0.964204,0.010472
3710106069,0.950826,0.504953,0.602926,0.519024,0.361126,0.317666,0.466501,0.615336,1.68635,0.967181,0.014044
3710106099,0.945798,0.499921,0.597892,0.50394,0.362912,0.318857,0.461738,0.630815,1.685755,0.96599,0.011067
