time/s,Ewe/V,simplifying data 20 pt,simplifying data 24 pt
72085,1.5913403,0,0
72090,1.5876144,0,0
72095,1.5758635,0,0
72100,1.5875953,1,0
72105,1.5837739,0,0
72110,1.5835829,0,0
72115,1.5917225,0,0
72120,1.5896207,0,1
72125,1.5834491,0,0
72130,1.5893341,0,0
72135,1.583086,0,0
72140,1.5912448,0,0
72145,1.5888565,0,0
72150,1.5771055,0,0
72155,1.5798187,0,0
72160,1.5824937,0,0
72165,1.5893723,0,0
72170,1.5821689,0,0
72175,1.5888182,0,0
72180,1.5739911,0,0
72185,1.5870221,0,0
72190,1.5901557,0,0
72195,1.5885124,0,0
72200,1.5834873,1,0
72205,1.5881685,0,0
72210,1.5911875,0,0
72215,1.5751375,0,0
72220,1.5790545,0,0
72225,1.5795512,0,0
72230,1.5874807,0,0
72235,1.5790162,0,0
72240,1.5878628,0,1
72245,1.5830287,0,0
72250,1.5866017,0,0
72255,1.5804683,0,0
72260,1.5870603,0,0
72265,1.5796086,0,0
72270,1.5850923,0,0
72275,1.5785576,0,0
72280,1.5875763,0,0
72285,1.578806,0,0
72290,1.5765514,0,0
72295,1.5805639,0,0
72300,1.5847292,1,0
72305,1.5883405,0,0
72310,1.582188,0,0
72315,1.582188,0,0
72320,1.5901365,0,0
72325,1.587003,0,0
72330,1.5923722,0,0
72335,1.5863533,0,0
72340,1.5868502,0,0
72345,1.5913403,0,0
72350,1.5845382,0,0
72355,1.5613421,0,0
72360,1.579169,0,1
72365,1.5745069,0,0
72370,1.5893341,0,0
72375,1.5680104,0,0
72380,1.5828568,0,0
72385,1.5811563,0,0
72390,1.5808505,0,0
72395,1.5887609,0,0
72400,1.5876718,1,0
72405,1.5808123,0,0
72410,1.5634247,0,0
72415,1.578615,0,0
72420,1.5827804,0,0
72425,1.5839076,0,0
72430,1.5811563,0,0
72435,1.5818632,0,0
72440,1.5793028,0,0
72445,1.5816913,0,0
72450,1.5733223,0,0
72455,1.5803728,0,0
72460,1.5901557,0,0
72465,1.577908,0,0
72470,1.5796276,0,0
72475,1.5814238,0,0
72480,1.5859522,0,1
72485,1.5847292,0,0
72490,1.5854362,0,0
72495,1.5867738,0,0
72500,1.5755769,1,0
72505,1.5819396,0,0
72510,1.5698639,0,0
72515,1.5923722,0,0
72520,1.5791309,0,0
72525,1.575596,0,0
72530,1.5876335,0,0
72535,1.5874425,0,0
72540,1.5885124,0,0
72545,1.5896207,0,0
72550,1.5854936,0,0
72555,1.5854936,0,0
72560,1.5641127,0,0
72565,1.5876144,0,0
72570,1.5851305,0,0
72575,1.5857801,0,0
72580,1.585035,0,0
72585,1.5875189,0,0
72590,1.5860476,0,0
72595,1.5755196,0,0
72600,1.5828568,1,1
72605,1.5834873,0,0
72610,1.5869648,0,0
72615,1.5847865,0,0
72620,1.578271,0,0
72625,1.5844809,0,0
72630,1.5860667,0,0
72635,1.5778124,0,0
72640,1.5600046,0,0
72645,1.5857801,0,0
72650,1.5874425,0,0
72655,1.584691,0,0
72660,1.5919136,0,0
72665,1.5808505,0,0
72670,1.5639597,0,0
72675,1.5809842,0,0
72680,1.5882832,0,0
72685,1.5790926,0,0
72690,1.5893149,0,0
72695,1.590041,0,0
72700,1.5827994,1,0
72705,1.5843089,0,0
72710,1.5899456,0,0
72715,1.5835255,0,0
72720,1.5733032,0,1
72725,1.5764368,0,0
72730,1.5779462,0,0
72735,1.5848821,0,0
72740,1.5813664,0,0
72745,1.5823218,0,0
72750,1.5869648,0,0
72755,1.5850159,0,0
72760,1.5868692,0,0
72765,1.5878819,0,0
72770,1.5823408,0,0
72775,1.5853789,0,0
72780,1.5918562,0,0
72785,1.5848439,0,0
72790,1.5865253,0,0
72795,1.5819396,0,0
72800,1.5833154,1,0
72805,1.5848248,0,0
72810,1.5793601,0,0
72815,1.5828949,0,0
72820,1.578634,0,0
72825,1.5849776,0,0
72830,1.5803728,0,0
72835,1.5893532,0,0
72840,1.5848821,0,1
72845,1.5863533,0,0
72850,1.5843853,0,0
72855,1.5853598,0,0
72860,1.5711249,0,0
72865,1.5918372,0,0
72870,1.5810606,0,0
72875,1.595735,0,0
72880,1.5852261,0,0
72885,1.5716218,0,0
72890,1.5833918,0,0
72895,1.5697875,0,0
72900,1.5833726,1,0
72905,1.5957923,0,0
72910,1.5880347,0,0
72915,1.5887799,0,0
72920,1.58557,0,0
72925,1.5873088,0,0
72930,1.5877672,0,0
72935,1.5812708,0,0
72940,1.5866973,0,0
72945,1.583793,0,0
72950,1.5835255,0,0
72955,1.5866781,0,0
72960,1.5864489,0,1
72965,1.5856273,0,0
72970,1.5867355,0,0
72975,1.5820924,0,0
72980,1.584519,0,0
72985,1.568985,0,0
72990,1.5844809,0,0
72995,1.5871367,0,0
73000,1.5834873,1,0
73005,1.5853407,0,0
73010,1.5613421,0,0
73015,1.5786914,0,0
73020,1.583621,0,0
73025,1.5857228,0,0
73030,1.5622975,0,0
73035,1.5922766,0,0
73040,1.5835829,0,0
73045,1.5873278,0,0
73050,1.5781182,0,0
73055,1.5772966,0,0
73060,1.5851114,0,0
73065,1.5820924,0,0
73070,1.5810798,0,0
73075,1.5820924,0,0
73080,1.5784621,0,1
73085,1.5832007,0,0
73090,1.583984,0,0
73095,1.5697683,0,0
73100,1.5687175,1,0
73105,1.5913403,0,0
73110,1.578099,0,0
73115,1.5925823,0,0
73120,1.5822071,0,0
73125,1.5827612,0,0
73130,1.5852642,0,0
73135,1.5876908,0,0
73140,1.5790545,0,0
73145,1.5662526,0,0
73150,1.5714307,0,0
73155,1.5693289,0,0
73160,1.5790926,0,0
73165,1.5860476,0,0
73170,1.5792646,0,0
73175,1.5838695,0,0
73180,1.5860859,0,0
73185,1.5849967,0,0
73190,1.569883,0,0
73195,1.5799525,0,0
73200,1.5811753,1,1
73205,1.584137,0,0
73210,1.5762839,0,0
73215,1.585398,0,0
73220,1.5690422,0,0
73225,1.5890284,0,0
73230,1.5652972,0,0
73235,1.5901939,0,0
73240,1.5876527,0,0
73245,1.5669023,0,0
73250,1.58022,0,0
73255,1.5891621,0,0
73260,1.5812708,0,0
73265,1.5860286,0,0
73270,1.5759208,0,0
73275,1.5792454,0,0
73280,1.5870603,0,0
73285,1.5784048,0,0
73290,1.5856655,0,0
73295,1.5805066,0,0
73300,1.5803537,1,0
73305,1.5810033,0,0
73310,1.5826083,0,0
73315,1.588436,0,0
73320,1.5913976,0,1
73325,1.5858948,0,0
73330,1.5705135,0,0
73335,1.5848057,0,0
73340,1.5932893,0,0
73345,1.5838503,0,0
73350,1.5811371,0,0
73355,1.5856847,0,0
73360,1.5840223,0,0
73365,1.5840032,0,0
73370,1.5855891,0,0
73375,1.590385,0,0
73380,1.5823218,0,0
73385,1.5842324,0,0
73390,1.5867355,0,0
73395,1.5869266,0,0
73400,1.5828377,1,0
73405,1.5853215,0,0
73410,1.5894296,0,0
73415,1.580755,0,0
73420,1.5678194,0,0
73425,1.5819205,0,0
73430,1.5822071,0,0
73435,1.5844045,0,0
73440,1.5828949,0,1
73445,1.5870603,0,0
73450,1.5775068,0,0
73455,1.5863533,0,0
73460,1.5825129,0,0
73465,1.5756342,0,0
73470,1.5806212,0,0
73475,1.5876527,0,0
73480,1.5775449,0,0
73485,1.5777169,0,0
73490,1.58664,0,0
73495,1.5891621,0,0
73500,1.5868311,1,0
73505,1.5894679,0,0
73510,1.5863152,0,0
73515,1.5809461,0,0
73520,1.583258,0,0
73525,1.5819588,0,0
73530,1.5845956,0,0
73535,1.5893149,0,0
73540,1.5928689,0,0
73545,1.5840796,0,0
73550,1.5740865,0,0
73555,1.5812517,0,0
73560,1.5720612,0,1
73565,1.5813091,0,0
73570,1.5857419,0,0
73575,1.5817868,0,0
73580,1.5855317,0,0
73585,1.5838695,0,0
73590,1.5849776,0,0
73595,1.5886462,0,0
73600,1.5699785,1,0
73605,1.577908,0,0
73610,1.5864489,0,0
73615,1.5894296,0,0
73620,1.5813282,0,0
73625,1.5851878,0,0
73630,1.5896971,0,0
73635,1.5843281,0,0
73640,1.5785003,0,0
73645,1.5938243,0,0
73650,1.5814619,0,0
73655,1.5746216,0,0
73660,1.5841943,0,0
73665,1.5838885,0,0
73670,1.5849586,0,0
73675,1.5810798,0,0
73680,1.5696346,0,1
73685,1.5857228,0,0
73690,1.5744878,0,0
73695,1.5894296,0,0
73700,1.5746025,1,0
73705,1.5722905,0,0
73710,1.5761502,0,0
73715,1.5824172,0,0
73720,1.5829905,0,0
73725,1.5686028,0,0
73730,1.5712396,0,0
73735,1.5686792,0,0
73740,1.5833726,0,0
73745,1.5776978,0,0
73750,1.5810606,0,0
73755,1.5822262,0,0
73760,1.5871367,0,0
73765,1.5862961,0,0
73770,1.5819588,0,0
73775,1.5789207,0,0
73780,1.5886844,0,0
73785,1.5840223,0,0
73790,1.5830096,0,0
73795,1.5852261,0,0
73800,1.5748508,1,1
73805,1.5777551,0,0
73810,1.5859712,0,0
73815,1.5775449,0,0
73820,1.5813472,0,0
73825,1.580602,0,0
73830,1.5878246,0,0
73835,1.5883596,0,0
73840,1.5763221,0,0
73845,1.5785385,0,0
73850,1.5866973,0,0
73855,1.5653546,0,0
73860,1.5753094,0,0
73865,1.5856081,0,0
73870,1.5898309,0,0
73875,1.5845956,0,0
73880,1.5714498,0,0
73885,1.5767998,0,0
73890,1.5601574,0,0
73895,1.5595269,0,0
73900,1.5823408,1,0
73905,1.5867546,0,0
73910,1.5890284,0,0
73915,1.5733987,0,0
73920,1.5921237,0,1
73925,1.5854362,0,0
73930,1.5564889,0,0
73935,1.5843089,0,0
73940,1.5815957,0,0
73945,1.5903659,0,0
73950,1.565431,0,0
73955,1.578271,0,0
73960,1.5879775,0,0
73965,1.569348,0,0
73970,1.5655457,0,0
73975,1.5897354,0,0
73980,1.5828568,0,0
73985,1.5879202,0,0
73990,1.5911875,0,0
73995,1.5862769,0,0
74000,1.5857801,1,0
74005,1.5766279,0,0
74010,1.5860859,0,0
74015,1.5885507,0,0
74020,1.5767616,0,0
74025,1.5765896,0,0
74030,1.5843089,0,0
74035,1.5849012,0,0
74040,1.5848439,0,1
74045,1.5656985,0,0
74050,1.5751566,0,0
74055,1.572921,0,0
74060,1.5795894,0,0
74065,1.5820352,0,0
74070,1.590041,0,0
74075,1.5786914,0,0
74080,1.5845764,0,0
74085,1.567934,0,0
74090,1.5794175,0,0
74095,1.5752521,0,0
74100,1.5717363,1,0
74105,1.5809078,0,0
74110,1.5785003,0,0
74115,1.5783665,0,0
74120,1.5818058,0,0
74125,1.5833344,0,0
74130,1.5796276,0,0
74135,1.5868119,0,0
74140,1.5849203,0,0
74145,1.5854936,0,0
74150,1.5890284,0,0
74155,1.5793411,0,0
74160,1.5877291,0,1
74165,1.5816147,0,0
74170,1.587901,0,0
74175,1.5835063,0,0
74180,1.5777551,0,0
74185,1.5811371,0,0
74190,1.5712779,0,0
74195,1.5671507,0,0
74200,1.5687939,1,0
74205,1.5814046,0,0
74210,1.5719657,0,0
74215,1.5724815,0,0
74220,1.5872322,0,0
74225,1.5838695,0,0
74230,1.5894679,0,0
74235,1.5824937,0,0
74240,1.5768762,0,0
74245,1.5766279,0,0
74250,1.5758444,0,0
74255,1.5849395,0,0
74260,1.5863342,0,0
74265,1.5810033,0,0
74270,1.5547119,0,0
74275,1.5778888,0,0
74280,1.5876335,0,1
74285,1.5902895,0,0
74290,1.563826,0,0
74295,1.5808505,0,0
74300,1.5843853,1,0
74305,1.5700741,0,0
74310,1.5862197,0,0
74315,1.5779271,0,0
74320,1.5793792,0,0
74325,1.5764177,0,0
74330,1.584691,0,0
74335,1.5840414,0,0
74340,1.5783093,0,0
74345,1.5840796,0,0
74350,1.5856273,0,0
74355,1.5788442,0,0
74360,1.5817868,0,0
74365,1.5862769,0,0
74370,1.5817485,0,0
74375,1.5770482,0,0
74380,1.5907671,0,0
74385,1.5745451,0,0
74390,1.5904232,0,0
74395,1.5827612,0,0
74400,1.587003,1,1
74405,1.5883787,0,0
74410,1.5795703,0,0
74415,1.5683926,0,0
74420,1.5721185,0,0
74425,1.5633101,0,0
74430,1.579169,0,0
74435,1.5891238,0,0
74440,1.5860476,0,0
74445,1.5772583,0,0
74450,1.5828568,0,0
74455,1.5856081,0,0
74460,1.5762647,0,0
74465,1.5898118,0,0
74470,1.5687556,0,0
74475,1.5753285,0,0
74480,1.5760164,0,0
74485,1.572749,0,0
74490,1.582723,0,0
74495,1.5871558,0,0
74500,1.5741822,1,0
74505,1.5875189,0,0
74510,1.5890857,0,0
74515,1.589678,0,0
74520,1.5807931,0,1
74525,1.585054,0,0
74530,1.5880347,0,0
74535,1.5874616,0,0
74540,1.5845764,0,0
74545,1.5862578,0,0
74550,1.5802391,0,0
74555,1.5784239,0,0
74560,1.5815192,0,0
74565,1.5844235,0,0
74570,1.5851878,0,0
74575,1.5857419,0,0
74580,1.5804875,0,0
74585,1.5666921,0,0
74590,1.5786532,0,0
74595,1.5772583,0,0
74600,1.582551,1,0
74605,1.5880539,0,0
74610,1.581825,0,0
74615,1.5886654,0,0
74620,1.5707619,0,0
74625,1.5848629,0,0
74630,1.585035,0,0
74635,1.5770099,0,0
74640,1.5847101,0,1
74645,1.5864106,0,0
74650,1.5882068,0,0
74655,1.5811563,0,0
74660,1.5741056,0,0
74665,1.5787296,0,0
74670,1.5823027,0,0
74675,1.5789779,0,0
74680,1.5759017,0,0
74685,1.5870603,0,0
74690,1.5697492,0,0
74695,1.5637496,0,0
74700,1.58557,1,0
74705,1.5859139,0,0
74710,1.5641127,0,0
74715,1.5757107,0,0
74720,1.5789398,0,0
74725,1.5843662,0,0
74730,1.5713733,0,0
74735,1.5902512,0,0
74740,1.5808887,0,0
74745,1.5891621,0,0
74750,1.5750992,0,0
74755,1.5810033,0,0
74760,1.5835829,0,1
74765,1.5797423,0,0
74770,1.5680487,0,0
74775,1.5828377,0,0
74780,1.5803728,0,0
74785,1.5803728,0,0
74790,1.5785195,0,0
74795,1.5849395,0,0
74800,1.5885124,1,0
74805,1.5729784,0,0
74810,1.5788825,0,0
74815,1.5847101,0,0
74820,1.5825893,0,0
74825,1.5796276,0,0
74830,1.5823599,0,0
74835,1.5642655,0,0
74840,1.5821689,0,0
74845,1.5811944,0,0
74850,1.5804683,0,0
74855,1.5791117,0,0
74860,1.5751566,0,0
74865,1.5841178,0,0
74870,1.5865062,0,0
74875,1.5851496,0,0
74880,1.5628898,0,1
74885,1.5808887,0,0
74890,1.5573105,0,0
74895,1.5701122,0,0
74900,1.5770863,1,0
74905,1.5847865,0,0
74910,1.5759782,0,0
74915,1.5851496,0,0
74920,1.5758063,0,0
74925,1.5836593,0,0
74930,1.5696155,0,0
74935,1.5654501,0,0
74940,1.5816147,0,0
74945,1.5909773,0,0
74950,1.566864,0,0
74955,1.5889137,0,0
74960,1.5660043,0,0
74965,1.5815192,0,0
74970,1.5835446,0,0
74975,1.5864871,0,0
74980,1.5628515,0,0
74985,1.5754622,0,0
74990,1.5892959,0,0
74995,1.5652972,0,0
75000,1.5875763,1,1
75005,1.559718,0,0
75010,1.5838503,0,0
75015,1.5801244,0,0
75020,1.582723,0,0
75025,1.5784812,0,0
75030,1.583793,0,0
75035,1.5855126,0,0
75040,1.5628133,0,0
75045,1.5824937,0,0
75050,1.5849203,0,0
75055,1.5809842,0,0
75060,1.5852642,0,0
75065,1.5706472,0,0
75070,1.5708001,0,0
75075,1.5860667,0,0
75080,1.5662718,0,0
75085,1.5829713,0,0
75090,1.5882258,0,0
75095,1.5842707,0,0
75100,1.5644183,1,0
75105,1.5778124,0,0
75110,1.5847101,0,0
75115,1.5588582,0,0
75120,1.5823408,0,1
75125,1.5791309,0,0
75130,1.584156,0,0
75135,1.5856464,0,0
75140,1.5822262,0,0
75145,1.5840796,0,0
75150,1.5837166,0,0
75155,1.5765705,0,0
75160,1.5632145,0,0
75165,1.5787296,0,0
75170,1.5785576,0,0
75175,1.5842898,0,0
75180,1.5921237,0,0
75185,1.591283,0,0
75190,1.5874233,0,0
75195,1.5854362,0,0
75200,1.5877864,1,0
75205,1.581481,0,0
75210,1.5897926,0,0
75215,1.5870221,0,0
75220,1.5796659,0,0
75225,1.5871941,0,0
75230,1.582551,0,0
75235,1.5763985,0,0
75240,1.5818632,0,1
75245,1.5890284,0,0
75250,1.5829905,0,0
75255,1.5620681,0,0
75260,1.5586671,0,0
75265,1.5699211,0,0
75270,1.5833726,0,0
75275,1.5815766,0,0
75280,1.5801244,0,0
75285,1.5780226,0,0
75290,1.5878438,0,0
75295,1.5813472,0,0
75300,1.5799334,1,0
75305,1.5833918,0,0
75310,1.570246,0,0
75315,1.5651444,0,0
75320,1.5833726,0,0
75325,1.5847865,0,0
75330,1.5853789,0,0
75335,1.569711,0,0
75340,1.5699785,0,0
75345,1.5642464,0,0
75350,1.5735898,0,0
75355,1.5833918,0,0
75360,1.5887609,0,1
75365,1.581825,0,0
75370,1.5816147,0,0
75375,1.5860667,0,0
75380,1.578634,0,0
75385,1.5853789,0,0
75390,1.5714116,0,0
75395,1.5680678,0,0
75400,1.5630808,1,0
75405,1.5605013,0,0
75410,1.5825319,0,0
75415,1.5668832,0,0
75420,1.5784812,0,0
75425,1.5817868,0,0
75430,1.5898118,0,0
75435,1.5811563,0,0
75440,1.5841943,0,0
75445,1.5797997,0,0
75450,1.5827421,0,0
75455,1.5770482,0,0
75460,1.5822835,0,0
75465,1.5794748,0,0
75470,1.5854362,0,0
75475,1.5793792,0,0
75480,1.5827039,0,1
75485,1.5800672,0,0
75490,1.5822644,0,0
75495,1.5828377,0,0
75500,1.5825893,1,0
75505,1.5832007,0,0
75510,1.5811944,0,0
75515,1.5805066,0,0
75520,1.5725198,0,0
75525,1.5807741,0,0
75530,1.5758444,0,0
75535,1.5777551,0,0
75540,1.5793028,0,0
75545,1.5856081,0,0
75550,1.5712969,0,0
75555,1.5838885,0,0
75560,1.5789398,0,0
75565,1.5814046,0,0
75570,1.5827039,0,0
75575,1.5839649,0,0
75580,1.5803345,0,0
75585,1.5785195,0,0
75590,1.5700167,0,0
75595,1.5857611,0,0
75600,1.567399,1,1
75605,1.5795512,0,0
75610,1.5815766,0,0
75615,1.5725198,0,0
75620,1.5823599,0,0
75625,1.5728446,0,0
75630,1.5797423,0,0
75635,1.5827039,0,0
75640,1.5739528,0,0
75645,1.5833154,0,0
75650,1.5857801,0,0
75655,1.5824555,0,0
75660,1.5899073,0,0
75665,1.5870986,0,0
75670,1.5859139,0,0
75675,1.5845956,0,0
75680,1.5819778,0,0
75685,1.583621,0,0
75690,1.5795703,0,0
75695,1.5843471,0,0
75700,1.5633483,1,0
75705,1.5853215,0,0
75710,1.5845382,0,0
75715,1.5894105,0,0
75720,1.5661188,0,1
75725,1.5770482,0,0
75730,1.5781564,0,0
75735,1.5649151,0,0
75740,1.5904996,0,0
75745,1.577201,0,0
75750,1.5786532,0,0
75755,1.5821116,0,0
75760,1.5834873,0,0
75765,1.5824364,0,0
75770,1.583258,0,0
75775,1.5812327,0,0
75780,1.5664819,0,0
75785,1.5855317,0,0
75790,1.5608262,0,0
75795,1.5854172,0,0
75800,1.5831051,1,0
75805,1.5860094,0,0
75810,1.5858375,0,0
75815,1.5821689,0,0
75820,1.5779845,0,0
75825,1.5601383,0,0
75830,1.583984,0,0
75835,1.576838,0,0
75840,1.5791309,0,1
75845,1.5788442,0,0
75850,1.5845573,0,0
75855,1.5808887,0,0
75860,1.5844618,0,0
75865,1.5877482,0,0
75870,1.5797805,0,0
75875,1.5828185,0,0
75880,1.5840796,0,0
75885,1.5792264,0,0
75890,1.5834682,0,0
75895,1.5802391,0,0
75900,1.5829523,1,0
75905,1.5838885,0,0
75910,1.5848821,0,0
75915,1.5653546,0,0
75920,1.5806403,0,0
75925,1.5844045,0,0
75930,1.5844809,0,0
75935,1.5779462,0,0
75940,1.5732267,0,0
75945,1.5784812,0,0
75950,1.5809078,0,0
75955,1.5795703,0,0
75960,1.5799525,0,1
75965,1.5747362,0,0
75970,1.5639597,0,0
75975,1.5866591,0,0
75980,1.5909773,0,0
75985,1.5824172,0,0
75990,1.5867355,0,0
75995,1.5856464,0,0
76000,1.5882832,1,0
76005,1.5775832,0,0
76010,1.5850732,0,0
76015,1.5872514,0,0
76020,1.5894679,0,0
76025,1.578615,0,0
76030,1.5943974,0,0
76035,1.5883979,0,0
76040,1.590557,0,0
76045,1.5927925,0,0
76050,1.5872322,0,0
76055,1.5723287,0,0
76060,1.5806977,0,0
76065,1.5768954,0,0
76070,1.56738,0,0
76075,1.5862961,0,0
76080,1.5784812,0,1
76085,1.5917989,0,0
76090,1.5913976,0,0
76095,1.5894105,0,0
76100,1.5914359,1,0
76105,1.6014862,0,0
76110,1.5925823,0,0
76115,1.5837739,0,0
76120,1.5919517,0,0
76125,1.5862005,0,0
76130,1.5849776,0,0
76135,1.5798761,0,0
76140,1.5853598,0,0
76145,1.5783857,0,0
76150,1.5721185,0,0
76155,1.5815957,0,0
76160,1.581118,0,0
76165,1.5886271,0,0
76170,1.5834682,0,0
76175,1.584691,0,0
76180,1.5851687,0,0
76185,1.5930218,0,0
76190,1.6029575,0,0
76195,1.58771,0,0
76200,1.5804683,1,1
76205,1.5874233,0,0
